"","prior","estimate","bf01"
"1","normal(0.01, 10)","0.0128555408997088","134.07758010749"
"2","normal(0.01, 5)","0.0132886419256289","68.6233812942161"
"3","normal(0.01, 1)","0.0129548923795127","13.2600682816036"
