ID,list,condition,item,rating,modal
56596730,3,L,3,NA,may_def
56596730,3,HL,4,NA,may_def
56596730,3,LH,5,NA,might_def
56596730,3,H,6,NA,might_def
56596730,3,L,7,NA,might_def
56596730,3,HL,8,NA,might_def
56596730,3,LH,9,NA,might_cert
56596730,3,H,10,NA,might_cert
56596730,3,L,11,NA,might_cert
56596730,3,HL,12,NA,might_cert
56596730,3,LH,13,NA,may_cert
56596730,3,H,14,NA,may_cert
56596730,3,L,15,NA,may_cert
56596730,3,HL,16,NA,may_cert
56596730,3,H,1,90,may_def
56596730,3,L,2,50,may_def
56596730,3,HL,3,40,may_def
56596730,3,LH,4,85,may_def
56596730,3,H,5,100,might_def
56596730,3,L,6,30,might_def
56596730,3,HL,7,35,might_def
56596730,3,LH,8,65,might_def
56596730,3,H,9,100,might_cert
56596730,3,L,10,50,might_cert
56596730,3,HL,11,65,might_cert
56596730,3,LH,12,75,might_cert
56596730,3,H,13,100,may_cert
56596730,3,L,14,60,may_cert
56596730,3,HL,15,90,may_cert
56596730,3,LH,16,45,may_cert
56596730,3,L,1,NA,may_def
56596730,3,HL,2,NA,may_def
56596730,3,LH,3,NA,may_def
56596730,3,H,4,NA,may_def
56596730,3,L,5,NA,might_def
56596730,3,HL,6,NA,might_def
56596730,3,LH,7,NA,might_def
56596730,3,H,8,NA,might_def
56596730,3,L,9,NA,might_cert
56596730,3,HL,10,NA,might_cert
56596730,3,LH,11,NA,might_cert
56596730,3,H,12,NA,might_cert
56596730,3,L,13,NA,may_cert
56596730,3,HL,14,NA,may_cert
56596730,3,LH,15,NA,may_cert
56596730,3,H,16,NA,may_cert
71742936,1,HL,1,61,may_def
71742936,1,LH,2,75,may_def
71742936,1,H,3,89,may_def
71742936,1,L,4,51,may_def
71742936,1,HL,5,79,might_def
71742936,1,LH,6,72,might_def
71742936,1,H,7,91,might_def
71742936,1,L,8,44,might_def
71742936,1,HL,9,67,might_cert
71742936,1,LH,10,70,might_cert
71742936,1,H,11,100,might_cert
71742936,1,L,12,40,might_cert
71742936,1,HL,13,90,may_cert
71742936,1,LH,14,68,may_cert
71742936,1,H,15,100,may_cert
71742936,1,L,16,53,may_cert
71742936,1,LH,1,NA,may_def
71742936,1,H,2,NA,may_def
71742936,1,L,3,NA,may_def
71742936,1,HL,4,NA,may_def
71742936,1,LH,5,NA,might_def
71742936,1,H,6,NA,might_def
71742936,1,L,7,NA,might_def
71742936,1,HL,8,NA,might_def
71742936,1,LH,9,NA,might_cert
71742936,1,H,10,NA,might_cert
71742936,1,L,11,NA,might_cert
71742936,1,HL,12,NA,might_cert
71742936,1,LH,13,NA,may_cert
71742936,1,H,14,NA,may_cert
71742936,1,L,15,NA,may_cert
71742936,1,HL,16,NA,may_cert
71742936,1,H,1,NA,may_def
71742936,1,L,2,NA,may_def
71742936,1,HL,3,NA,may_def
71742936,1,LH,4,NA,may_def
71742936,1,H,5,NA,might_def
71742936,1,L,6,NA,might_def
71742936,1,HL,7,NA,might_def
71742936,1,LH,8,NA,might_def
71742936,1,H,9,NA,might_cert
71742936,1,L,10,NA,might_cert
71742936,1,HL,11,NA,might_cert
71742936,1,LH,12,NA,might_cert
71742936,1,H,13,NA,may_cert
71742936,1,L,14,NA,may_cert
71742936,1,HL,15,NA,may_cert
71742936,1,LH,16,NA,may_cert
71742936,1,L,1,NA,may_def
71742936,1,HL,2,NA,may_def
71742936,1,LH,3,NA,may_def
71742936,1,H,4,NA,may_def
71742936,1,L,5,NA,might_def
71742936,1,HL,6,NA,might_def
71742936,1,LH,7,NA,might_def
71742936,1,H,8,NA,might_def
71742936,1,L,9,NA,might_cert
71742936,1,HL,10,NA,might_cert
71742936,1,LH,11,NA,might_cert
71742936,1,H,12,NA,might_cert
71742936,1,L,13,NA,may_cert
71742936,1,HL,14,NA,may_cert
71742936,1,LH,15,NA,may_cert
71742936,1,H,16,NA,may_cert
77483831,2,HL,1,NA,may_def
77483831,2,LH,2,NA,may_def
77483831,2,H,3,NA,may_def
77483831,2,L,4,NA,may_def
77483831,2,HL,5,NA,might_def
77483831,2,LH,6,NA,might_def
77483831,2,H,7,NA,might_def
77483831,2,L,8,NA,might_def
77483831,2,HL,9,NA,might_cert
77483831,2,LH,10,NA,might_cert
77483831,2,H,11,NA,might_cert
77483831,2,L,12,NA,might_cert
77483831,2,HL,13,NA,may_cert
77483831,2,LH,14,NA,may_cert
77483831,2,H,15,NA,may_cert
77483831,2,L,16,NA,may_cert
77483831,2,LH,1,91,may_def
77483831,2,H,2,96,may_def
77483831,2,L,3,94,may_def
77483831,2,HL,4,93,may_def
77483831,2,LH,5,93,might_def
77483831,2,H,6,97,might_def
77483831,2,L,7,89,might_def
77483831,2,HL,8,93,might_def
77483831,2,LH,9,95,might_cert
77483831,2,H,10,99,might_cert
77483831,2,L,11,98,might_cert
77483831,2,HL,12,94,might_cert
77483831,2,LH,13,99,may_cert
77483831,2,H,14,98,may_cert
77483831,2,L,15,87,may_cert
77483831,2,HL,16,93,may_cert
77483831,2,H,1,NA,may_def
77483831,2,L,2,NA,may_def
77483831,2,HL,3,NA,may_def
77483831,2,LH,4,NA,may_def
77483831,2,H,5,NA,might_def
77483831,2,L,6,NA,might_def
77483831,2,HL,7,NA,might_def
77483831,2,LH,8,NA,might_def
77483831,2,H,9,NA,might_cert
77483831,2,L,10,NA,might_cert
77483831,2,HL,11,NA,might_cert
77483831,2,LH,12,NA,might_cert
77483831,2,H,13,NA,may_cert
77483831,2,L,14,NA,may_cert
77483831,2,HL,15,NA,may_cert
77483831,2,LH,16,NA,may_cert
77483831,2,L,1,NA,may_def
77483831,2,HL,2,NA,may_def
77483831,2,LH,3,NA,may_def
77483831,2,H,4,NA,may_def
77483831,2,L,5,NA,might_def
77483831,2,HL,6,NA,might_def
77483831,2,LH,7,NA,might_def
77483831,2,H,8,NA,might_def
77483831,2,L,9,NA,might_cert
77483831,2,HL,10,NA,might_cert
77483831,2,LH,11,NA,might_cert
77483831,2,H,12,NA,might_cert
77483831,2,L,13,NA,may_cert
77483831,2,HL,14,NA,may_cert
77483831,2,LH,15,NA,may_cert
77483831,2,H,16,NA,may_cert
49089040,4,HL,1,NA,may_def
49089040,4,LH,2,NA,may_def
49089040,4,H,3,NA,may_def
49089040,4,L,4,NA,may_def
49089040,4,HL,5,NA,might_def
49089040,4,LH,6,NA,might_def
49089040,4,H,7,NA,might_def
49089040,4,L,8,NA,might_def
49089040,4,HL,9,NA,might_cert
49089040,4,LH,10,NA,might_cert
49089040,4,H,11,NA,might_cert
49089040,4,L,12,NA,might_cert
49089040,4,HL,13,NA,may_cert
49089040,4,LH,14,NA,may_cert
49089040,4,H,15,NA,may_cert
49089040,4,L,16,NA,may_cert
49089040,4,LH,1,NA,may_def
49089040,4,H,2,NA,may_def
49089040,4,L,3,NA,may_def
49089040,4,HL,4,NA,may_def
49089040,4,LH,5,NA,might_def
49089040,4,H,6,NA,might_def
49089040,4,L,7,NA,might_def
49089040,4,HL,8,NA,might_def
49089040,4,LH,9,NA,might_cert
49089040,4,H,10,NA,might_cert
49089040,4,L,11,NA,might_cert
49089040,4,HL,12,NA,might_cert
49089040,4,LH,13,NA,may_cert
49089040,4,H,14,NA,may_cert
49089040,4,L,15,NA,may_cert
49089040,4,HL,16,NA,may_cert
49089040,4,H,1,NA,may_def
49089040,4,L,2,NA,may_def
49089040,4,HL,3,NA,may_def
49089040,4,LH,4,NA,may_def
49089040,4,H,5,NA,might_def
49089040,4,L,6,NA,might_def
49089040,4,HL,7,NA,might_def
49089040,4,LH,8,NA,might_def
49089040,4,H,9,NA,might_cert
49089040,4,L,10,NA,might_cert
49089040,4,HL,11,NA,might_cert
49089040,4,LH,12,NA,might_cert
49089040,4,H,13,NA,may_cert
49089040,4,L,14,NA,may_cert
49089040,4,HL,15,NA,may_cert
49089040,4,LH,16,NA,may_cert
49089040,4,L,1,50,may_def
49089040,4,HL,2,90,may_def
49089040,4,LH,3,90,may_def
49089040,4,H,4,100,may_def
49089040,4,L,5,40,might_def
49089040,4,HL,6,51,might_def
49089040,4,LH,7,91,might_def
49089040,4,H,8,95,might_def
49089040,4,L,9,90,might_cert
49089040,4,HL,10,90,might_cert
49089040,4,LH,11,98,might_cert
49089040,4,H,12,98,might_cert
49089040,4,L,13,81,may_cert
49089040,4,HL,14,80,may_cert
49089040,4,LH,15,92,may_cert
49089040,4,H,16,95,may_cert
39050661,1,HL,1,50,may_def
39050661,1,LH,2,61,may_def
39050661,1,H,3,98,may_def
39050661,1,L,4,50,may_def
39050661,1,HL,5,50,might_def
39050661,1,LH,6,50,might_def
39050661,1,H,7,67,might_def
39050661,1,L,8,50,might_def
39050661,1,HL,9,50,might_cert
39050661,1,LH,10,51,might_cert
39050661,1,H,11,50,might_cert
39050661,1,L,12,50,might_cert
39050661,1,HL,13,45,may_cert
39050661,1,LH,14,70,may_cert
39050661,1,H,15,95,may_cert
39050661,1,L,16,50,may_cert
39050661,1,LH,1,NA,may_def
39050661,1,H,2,NA,may_def
39050661,1,L,3,NA,may_def
39050661,1,HL,4,NA,may_def
39050661,1,LH,5,NA,might_def
39050661,1,H,6,NA,might_def
39050661,1,L,7,NA,might_def
39050661,1,HL,8,NA,might_def
39050661,1,LH,9,NA,might_cert
39050661,1,H,10,NA,might_cert
39050661,1,L,11,NA,might_cert
39050661,1,HL,12,NA,might_cert
39050661,1,LH,13,NA,may_cert
39050661,1,H,14,NA,may_cert
39050661,1,L,15,NA,may_cert
39050661,1,HL,16,NA,may_cert
39050661,1,H,1,NA,may_def
39050661,1,L,2,NA,may_def
39050661,1,HL,3,NA,may_def
39050661,1,LH,4,NA,may_def
39050661,1,H,5,NA,might_def
39050661,1,L,6,NA,might_def
39050661,1,HL,7,NA,might_def
39050661,1,LH,8,NA,might_def
39050661,1,H,9,NA,might_cert
39050661,1,L,10,NA,might_cert
39050661,1,HL,11,NA,might_cert
39050661,1,LH,12,NA,might_cert
39050661,1,H,13,NA,may_cert
39050661,1,L,14,NA,may_cert
39050661,1,HL,15,NA,may_cert
39050661,1,LH,16,NA,may_cert
39050661,1,L,1,NA,may_def
39050661,1,HL,2,NA,may_def
39050661,1,LH,3,NA,may_def
39050661,1,H,4,NA,may_def
39050661,1,L,5,NA,might_def
39050661,1,HL,6,NA,might_def
39050661,1,LH,7,NA,might_def
39050661,1,H,8,NA,might_def
39050661,1,L,9,NA,might_cert
39050661,1,HL,10,NA,might_cert
39050661,1,LH,11,NA,might_cert
39050661,1,H,12,NA,might_cert
39050661,1,L,13,NA,may_cert
39050661,1,HL,14,NA,may_cert
39050661,1,LH,15,NA,may_cert
39050661,1,H,16,NA,may_cert
32912363,2,HL,1,NA,may_def
32912363,2,LH,2,NA,may_def
32912363,2,H,3,NA,may_def
32912363,2,L,4,NA,may_def
32912363,2,HL,5,NA,might_def
32912363,2,LH,6,NA,might_def
32912363,2,H,7,NA,might_def
32912363,2,L,8,NA,might_def
32912363,2,HL,9,NA,might_cert
32912363,2,LH,10,NA,might_cert
32912363,2,H,11,NA,might_cert
32912363,2,L,12,NA,might_cert
32912363,2,HL,13,NA,may_cert
32912363,2,LH,14,NA,may_cert
32912363,2,H,15,NA,may_cert
32912363,2,L,16,NA,may_cert
32912363,2,LH,1,54,may_def
32912363,2,H,2,98,may_def
32912363,2,L,3,69,may_def
32912363,2,HL,4,96,may_def
32912363,2,LH,5,71,might_def
32912363,2,H,6,99,might_def
32912363,2,L,7,50,might_def
32912363,2,HL,8,96,might_def
32912363,2,LH,9,50,might_cert
32912363,2,H,10,99,might_cert
32912363,2,L,11,81,might_cert
32912363,2,HL,12,89,might_cert
32912363,2,LH,13,91,may_cert
32912363,2,H,14,96,may_cert
32912363,2,L,15,84,may_cert
32912363,2,HL,16,50,may_cert
32912363,2,H,1,NA,may_def
32912363,2,L,2,NA,may_def
32912363,2,HL,3,NA,may_def
32912363,2,LH,4,NA,may_def
32912363,2,H,5,NA,might_def
32912363,2,L,6,NA,might_def
32912363,2,HL,7,NA,might_def
32912363,2,LH,8,NA,might_def
32912363,2,H,9,NA,might_cert
32912363,2,L,10,NA,might_cert
32912363,2,HL,11,NA,might_cert
32912363,2,LH,12,NA,might_cert
32912363,2,H,13,NA,may_cert
32912363,2,L,14,NA,may_cert
32912363,2,HL,15,NA,may_cert
32912363,2,LH,16,NA,may_cert
32912363,2,L,1,NA,may_def
32912363,2,HL,2,NA,may_def
32912363,2,LH,3,NA,may_def
32912363,2,H,4,NA,may_def
32912363,2,L,5,NA,might_def
32912363,2,HL,6,NA,might_def
32912363,2,LH,7,NA,might_def
32912363,2,H,8,NA,might_def
32912363,2,L,9,NA,might_cert
32912363,2,HL,10,NA,might_cert
32912363,2,LH,11,NA,might_cert
32912363,2,H,12,NA,might_cert
32912363,2,L,13,NA,may_cert
32912363,2,HL,14,NA,may_cert
32912363,2,LH,15,NA,may_cert
32912363,2,H,16,NA,may_cert
77524959,4,HL,1,NA,may_def
77524959,4,LH,2,NA,may_def
77524959,4,H,3,NA,may_def
77524959,4,L,4,NA,may_def
77524959,4,HL,5,NA,might_def
77524959,4,LH,6,NA,might_def
77524959,4,H,7,NA,might_def
77524959,4,L,8,NA,might_def
77524959,4,HL,9,NA,might_cert
77524959,4,LH,10,NA,might_cert
77524959,4,H,11,NA,might_cert
77524959,4,L,12,NA,might_cert
77524959,4,HL,13,NA,may_cert
77524959,4,LH,14,NA,may_cert
77524959,4,H,15,NA,may_cert
77524959,4,L,16,NA,may_cert
77524959,4,LH,1,NA,may_def
77524959,4,H,2,NA,may_def
77524959,4,L,3,NA,may_def
77524959,4,HL,4,NA,may_def
77524959,4,LH,5,NA,might_def
77524959,4,H,6,NA,might_def
77524959,4,L,7,NA,might_def
77524959,4,HL,8,NA,might_def
77524959,4,LH,9,NA,might_cert
77524959,4,H,10,NA,might_cert
77524959,4,L,11,NA,might_cert
77524959,4,HL,12,NA,might_cert
77524959,4,LH,13,NA,may_cert
77524959,4,H,14,NA,may_cert
77524959,4,L,15,NA,may_cert
77524959,4,HL,16,NA,may_cert
77524959,4,H,1,NA,may_def
77524959,4,L,2,NA,may_def
77524959,4,HL,3,NA,may_def
77524959,4,LH,4,NA,may_def
77524959,4,H,5,NA,might_def
77524959,4,L,6,NA,might_def
77524959,4,HL,7,NA,might_def
77524959,4,LH,8,NA,might_def
77524959,4,H,9,NA,might_cert
77524959,4,L,10,NA,might_cert
77524959,4,HL,11,NA,might_cert
77524959,4,LH,12,NA,might_cert
77524959,4,H,13,NA,may_cert
77524959,4,L,14,NA,may_cert
77524959,4,HL,15,NA,may_cert
77524959,4,LH,16,NA,may_cert
77524959,4,L,1,89,may_def
77524959,4,HL,2,100,may_def
77524959,4,LH,3,63,may_def
77524959,4,H,4,100,may_def
77524959,4,L,5,63,might_def
77524959,4,HL,6,100,might_def
77524959,4,LH,7,83,might_def
77524959,4,H,8,100,might_def
77524959,4,L,9,68,might_cert
77524959,4,HL,10,100,might_cert
77524959,4,LH,11,50,might_cert
77524959,4,H,12,100,might_cert
77524959,4,L,13,85,may_cert
77524959,4,HL,14,99,may_cert
77524959,4,LH,15,52,may_cert
77524959,4,H,16,100,may_cert
87224777,3,HL,1,NA,may_def
87224777,3,LH,2,NA,may_def
87224777,3,H,3,NA,may_def
87224777,3,L,4,NA,may_def
87224777,3,HL,5,NA,might_def
87224777,3,LH,6,NA,might_def
87224777,3,H,7,NA,might_def
87224777,3,L,8,NA,might_def
87224777,3,HL,9,NA,might_cert
87224777,3,LH,10,NA,might_cert
87224777,3,H,11,NA,might_cert
87224777,3,L,12,NA,might_cert
87224777,3,HL,13,NA,may_cert
87224777,3,LH,14,NA,may_cert
87224777,3,H,15,NA,may_cert
87224777,3,L,16,NA,may_cert
87224777,3,LH,1,NA,may_def
87224777,3,H,2,NA,may_def
87224777,3,L,3,NA,may_def
87224777,3,HL,4,NA,may_def
87224777,3,LH,5,NA,might_def
87224777,3,H,6,NA,might_def
87224777,3,L,7,NA,might_def
87224777,3,HL,8,NA,might_def
87224777,3,LH,9,NA,might_cert
87224777,3,H,10,NA,might_cert
87224777,3,L,11,NA,might_cert
87224777,3,HL,12,NA,might_cert
87224777,3,LH,13,NA,may_cert
87224777,3,H,14,NA,may_cert
87224777,3,L,15,NA,may_cert
87224777,3,HL,16,NA,may_cert
87224777,3,H,1,100,may_def
87224777,3,L,2,50,may_def
87224777,3,HL,3,31,may_def
87224777,3,LH,4,70,may_def
87224777,3,H,5,95,might_def
87224777,3,L,6,51,might_def
87224777,3,HL,7,61,might_def
87224777,3,LH,8,75,might_def
87224777,3,H,9,90,might_cert
87224777,3,L,10,51,might_cert
87224777,3,HL,11,60,might_cert
87224777,3,LH,12,58,might_cert
87224777,3,H,13,90,may_cert
87224777,3,L,14,50,may_cert
87224777,3,HL,15,77,may_cert
87224777,3,LH,16,71,may_cert
87224777,3,L,1,NA,may_def
87224777,3,HL,2,NA,may_def
87224777,3,LH,3,NA,may_def
87224777,3,H,4,NA,may_def
87224777,3,L,5,NA,might_def
87224777,3,HL,6,NA,might_def
87224777,3,LH,7,NA,might_def
87224777,3,H,8,NA,might_def
87224777,3,L,9,NA,might_cert
87224777,3,HL,10,NA,might_cert
87224777,3,LH,11,NA,might_cert
87224777,3,H,12,NA,might_cert
87224777,3,L,13,NA,may_cert
87224777,3,HL,14,NA,may_cert
87224777,3,LH,15,NA,may_cert
87224777,3,H,16,NA,may_cert
79900868,4,HL,1,NA,may_def
79900868,4,LH,2,NA,may_def
79900868,4,H,3,NA,may_def
79900868,4,L,4,NA,may_def
79900868,4,HL,5,NA,might_def
79900868,4,LH,6,NA,might_def
79900868,4,H,7,NA,might_def
79900868,4,L,8,NA,might_def
79900868,4,HL,9,NA,might_cert
79900868,4,LH,10,NA,might_cert
79900868,4,H,11,NA,might_cert
79900868,4,L,12,NA,might_cert
79900868,4,HL,13,NA,may_cert
79900868,4,LH,14,NA,may_cert
79900868,4,H,15,NA,may_cert
79900868,4,L,16,NA,may_cert
79900868,4,LH,1,NA,may_def
79900868,4,H,2,NA,may_def
79900868,4,L,3,NA,may_def
79900868,4,HL,4,NA,may_def
79900868,4,LH,5,NA,might_def
79900868,4,H,6,NA,might_def
79900868,4,L,7,NA,might_def
79900868,4,HL,8,NA,might_def
79900868,4,LH,9,NA,might_cert
79900868,4,H,10,NA,might_cert
79900868,4,L,11,NA,might_cert
79900868,4,HL,12,NA,might_cert
79900868,4,LH,13,NA,may_cert
79900868,4,H,14,NA,may_cert
79900868,4,L,15,NA,may_cert
79900868,4,HL,16,NA,may_cert
79900868,4,H,1,NA,may_def
79900868,4,L,2,NA,may_def
79900868,4,HL,3,NA,may_def
79900868,4,LH,4,NA,may_def
79900868,4,H,5,NA,might_def
79900868,4,L,6,NA,might_def
79900868,4,HL,7,NA,might_def
79900868,4,LH,8,NA,might_def
79900868,4,H,9,NA,might_cert
79900868,4,L,10,NA,might_cert
79900868,4,HL,11,NA,might_cert
79900868,4,LH,12,NA,might_cert
79900868,4,H,13,NA,may_cert
79900868,4,L,14,NA,may_cert
79900868,4,HL,15,NA,may_cert
79900868,4,LH,16,NA,may_cert
79900868,4,L,1,50,may_def
79900868,4,HL,2,60,may_def
79900868,4,LH,3,95,may_def
79900868,4,H,4,100,may_def
79900868,4,L,5,60,might_def
79900868,4,HL,6,70,might_def
79900868,4,LH,7,60,might_def
79900868,4,H,8,100,might_def
79900868,4,L,9,60,might_cert
79900868,4,HL,10,85,might_cert
79900868,4,LH,11,85,might_cert
79900868,4,H,12,100,might_cert
79900868,4,L,13,70,may_cert
79900868,4,HL,14,70,may_cert
79900868,4,LH,15,75,may_cert
79900868,4,H,16,90,may_cert
92281623,3,HL,1,NA,may_def
92281623,3,LH,2,NA,may_def
92281623,3,H,3,NA,may_def
92281623,3,L,4,NA,may_def
92281623,3,HL,5,NA,might_def
92281623,3,LH,6,NA,might_def
92281623,3,H,7,NA,might_def
92281623,3,L,8,NA,might_def
92281623,3,HL,9,NA,might_cert
92281623,3,LH,10,NA,might_cert
92281623,3,H,11,NA,might_cert
92281623,3,L,12,NA,might_cert
92281623,3,HL,13,NA,may_cert
92281623,3,LH,14,NA,may_cert
92281623,3,H,15,NA,may_cert
92281623,3,L,16,NA,may_cert
92281623,3,LH,1,NA,may_def
92281623,3,H,2,NA,may_def
92281623,3,L,3,NA,may_def
92281623,3,HL,4,NA,may_def
92281623,3,LH,5,NA,might_def
92281623,3,H,6,NA,might_def
92281623,3,L,7,NA,might_def
92281623,3,HL,8,NA,might_def
92281623,3,LH,9,NA,might_cert
92281623,3,H,10,NA,might_cert
92281623,3,L,11,NA,might_cert
92281623,3,HL,12,NA,might_cert
92281623,3,LH,13,NA,may_cert
92281623,3,H,14,NA,may_cert
92281623,3,L,15,NA,may_cert
92281623,3,HL,16,NA,may_cert
92281623,3,H,1,95,may_def
92281623,3,L,2,84,may_def
92281623,3,HL,3,80,may_def
92281623,3,LH,4,85,may_def
92281623,3,H,5,99,might_def
92281623,3,L,6,55,might_def
92281623,3,HL,7,80,might_def
92281623,3,LH,8,89,might_def
92281623,3,H,9,99,might_cert
92281623,3,L,10,64,might_cert
92281623,3,HL,11,74,might_cert
92281623,3,LH,12,68,might_cert
92281623,3,H,13,98,may_cert
92281623,3,L,14,60,may_cert
92281623,3,HL,15,82,may_cert
92281623,3,LH,16,83,may_cert
92281623,3,L,1,NA,may_def
92281623,3,HL,2,NA,may_def
92281623,3,LH,3,NA,may_def
92281623,3,H,4,NA,may_def
92281623,3,L,5,NA,might_def
92281623,3,HL,6,NA,might_def
92281623,3,LH,7,NA,might_def
92281623,3,H,8,NA,might_def
92281623,3,L,9,NA,might_cert
92281623,3,HL,10,NA,might_cert
92281623,3,LH,11,NA,might_cert
92281623,3,H,12,NA,might_cert
92281623,3,L,13,NA,may_cert
92281623,3,HL,14,NA,may_cert
92281623,3,LH,15,NA,may_cert
92281623,3,H,16,NA,may_cert
68277796,1,HL,1,50,may_def
68277796,1,LH,2,50,may_def
68277796,1,H,3,97,may_def
68277796,1,L,4,50,may_def
68277796,1,HL,5,50,might_def
68277796,1,LH,6,49,might_def
68277796,1,H,7,100,might_def
68277796,1,L,8,58,might_def
68277796,1,HL,9,71,might_cert
68277796,1,LH,10,77,might_cert
68277796,1,H,11,100,might_cert
68277796,1,L,12,66,might_cert
68277796,1,HL,13,71,may_cert
68277796,1,LH,14,77,may_cert
68277796,1,H,15,100,may_cert
68277796,1,L,16,30,may_cert
68277796,1,LH,1,NA,may_def
68277796,1,H,2,NA,may_def
68277796,1,L,3,NA,may_def
68277796,1,HL,4,NA,may_def
68277796,1,LH,5,NA,might_def
68277796,1,H,6,NA,might_def
68277796,1,L,7,NA,might_def
68277796,1,HL,8,NA,might_def
68277796,1,LH,9,NA,might_cert
68277796,1,H,10,NA,might_cert
68277796,1,L,11,NA,might_cert
68277796,1,HL,12,NA,might_cert
68277796,1,LH,13,NA,may_cert
68277796,1,H,14,NA,may_cert
68277796,1,L,15,NA,may_cert
68277796,1,HL,16,NA,may_cert
68277796,1,H,1,NA,may_def
68277796,1,L,2,NA,may_def
68277796,1,HL,3,NA,may_def
68277796,1,LH,4,NA,may_def
68277796,1,H,5,NA,might_def
68277796,1,L,6,NA,might_def
68277796,1,HL,7,NA,might_def
68277796,1,LH,8,NA,might_def
68277796,1,H,9,NA,might_cert
68277796,1,L,10,NA,might_cert
68277796,1,HL,11,NA,might_cert
68277796,1,LH,12,NA,might_cert
68277796,1,H,13,NA,may_cert
68277796,1,L,14,NA,may_cert
68277796,1,HL,15,NA,may_cert
68277796,1,LH,16,NA,may_cert
68277796,1,L,1,NA,may_def
68277796,1,HL,2,NA,may_def
68277796,1,LH,3,NA,may_def
68277796,1,H,4,NA,may_def
68277796,1,L,5,NA,might_def
68277796,1,HL,6,NA,might_def
68277796,1,LH,7,NA,might_def
68277796,1,H,8,NA,might_def
68277796,1,L,9,NA,might_cert
68277796,1,HL,10,NA,might_cert
68277796,1,LH,11,NA,might_cert
68277796,1,H,12,NA,might_cert
68277796,1,L,13,NA,may_cert
68277796,1,HL,14,NA,may_cert
68277796,1,LH,15,NA,may_cert
68277796,1,H,16,NA,may_cert
38358666,2,HL,1,NA,may_def
38358666,2,LH,2,NA,may_def
38358666,2,H,3,NA,may_def
38358666,2,L,4,NA,may_def
38358666,2,HL,5,NA,might_def
38358666,2,LH,6,NA,might_def
38358666,2,H,7,NA,might_def
38358666,2,L,8,NA,might_def
38358666,2,HL,9,NA,might_cert
38358666,2,LH,10,NA,might_cert
38358666,2,H,11,NA,might_cert
38358666,2,L,12,NA,might_cert
38358666,2,HL,13,NA,may_cert
38358666,2,LH,14,NA,may_cert
38358666,2,H,15,NA,may_cert
38358666,2,L,16,NA,may_cert
38358666,2,LH,1,46,may_def
38358666,2,H,2,100,may_def
38358666,2,L,3,51,may_def
38358666,2,HL,4,56,may_def
38358666,2,LH,5,50,might_def
38358666,2,H,6,100,might_def
38358666,2,L,7,51,might_def
38358666,2,HL,8,91,might_def
38358666,2,LH,9,86,might_cert
38358666,2,H,10,96,might_cert
38358666,2,L,11,54,might_cert
38358666,2,HL,12,52,might_cert
38358666,2,LH,13,51,may_cert
38358666,2,H,14,100,may_cert
38358666,2,L,15,66,may_cert
38358666,2,HL,16,52,may_cert
38358666,2,H,1,NA,may_def
38358666,2,L,2,NA,may_def
38358666,2,HL,3,NA,may_def
38358666,2,LH,4,NA,may_def
38358666,2,H,5,NA,might_def
38358666,2,L,6,NA,might_def
38358666,2,HL,7,NA,might_def
38358666,2,LH,8,NA,might_def
38358666,2,H,9,NA,might_cert
38358666,2,L,10,NA,might_cert
38358666,2,HL,11,NA,might_cert
38358666,2,LH,12,NA,might_cert
38358666,2,H,13,NA,may_cert
38358666,2,L,14,NA,may_cert
38358666,2,HL,15,NA,may_cert
38358666,2,LH,16,NA,may_cert
38358666,2,L,1,NA,may_def
38358666,2,HL,2,NA,may_def
38358666,2,LH,3,NA,may_def
38358666,2,H,4,NA,may_def
38358666,2,L,5,NA,might_def
38358666,2,HL,6,NA,might_def
38358666,2,LH,7,NA,might_def
38358666,2,H,8,NA,might_def
38358666,2,L,9,NA,might_cert
38358666,2,HL,10,NA,might_cert
38358666,2,LH,11,NA,might_cert
38358666,2,H,12,NA,might_cert
38358666,2,L,13,NA,may_cert
38358666,2,HL,14,NA,may_cert
38358666,2,LH,15,NA,may_cert
38358666,2,H,16,NA,may_cert
33373753,3,HL,1,NA,may_def
33373753,3,LH,2,NA,may_def
33373753,3,H,3,NA,may_def
33373753,3,L,4,NA,may_def
33373753,3,HL,5,NA,might_def
33373753,3,LH,6,NA,might_def
33373753,3,H,7,NA,might_def
33373753,3,L,8,NA,might_def
33373753,3,HL,9,NA,might_cert
33373753,3,LH,10,NA,might_cert
33373753,3,H,11,NA,might_cert
33373753,3,L,12,NA,might_cert
33373753,3,HL,13,NA,may_cert
33373753,3,LH,14,NA,may_cert
33373753,3,H,15,NA,may_cert
33373753,3,L,16,NA,may_cert
33373753,3,LH,1,NA,may_def
33373753,3,H,2,NA,may_def
33373753,3,L,3,NA,may_def
33373753,3,HL,4,NA,may_def
33373753,3,LH,5,NA,might_def
33373753,3,H,6,NA,might_def
33373753,3,L,7,NA,might_def
33373753,3,HL,8,NA,might_def
33373753,3,LH,9,NA,might_cert
33373753,3,H,10,NA,might_cert
33373753,3,L,11,NA,might_cert
33373753,3,HL,12,NA,might_cert
33373753,3,LH,13,NA,may_cert
33373753,3,H,14,NA,may_cert
33373753,3,L,15,NA,may_cert
33373753,3,HL,16,NA,may_cert
33373753,3,H,1,93,may_def
33373753,3,L,2,60,may_def
33373753,3,HL,3,32,may_def
33373753,3,LH,4,30,may_def
33373753,3,H,5,97,might_def
33373753,3,L,6,64,might_def
